audio_file,chunk_num,transcription,begin_secs,end_secs
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,16,IT KNOWS THE RULES ABOUT THAMATIGS AND IT LISTENS TO YOU CAREFULLY AND PICKS UP ON ANYTHING YOU SAY THARE ISN'T PRECISE IT'S CAPABLE OF,159.221,169.1723125
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,17,LEARNING IN SOME FUNNY WAY AND IT'S CAPABLE OF CHECKING WHAT YOU SAY YOU CYOU CAN TALK TO IT ABOUT MATHEMATICS AND IT UNDERSTANDS,169.1723125,179.123625
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,18,ND THAT'S WHERE WE ARE RIGHT NOW SO RIGHT NOW IT'S KUND OF LIKE AN UNDERGRADUATE I TREAT IT LIKE AN UNDERGRADUATE AND I I TELL YOU UNDERGRADUATE STORIES AND,179.123625,189.0749375
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,19,IT MAKES A FUSS BUT IAM NOT SUFFICIENTLY PRECISE BUT SO IT'S A COMPUTER PROOF CHECUER SO WE CAN TYPE IN MATHEMATICAL PROOFS AND,189.0749375,199.02625
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,20,AND IT WILL GO THROUGH THEM AND AT THE END IF IT BELIEVES THEM THEN IT WILL SAY YEA O KA SURE I GET IT BUT WHAT DOES IT MEAN TO BELIEVE THEM IN LEAN'S CASE IT MEANS,199.02625,208.9775625
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,21,S THAT IT'S TAKEN THE THINGS YOU'VE TOLD IT AND IT'S TRANSLATED THOSE THINGS RIGHT DOWN TO THE BARE BONES AXIOMS OF MATHEMATICS AND CHECKED THAT EVERYTHING CHECKS OUT,208.9775625,218.928875
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,22,I WANT TO EXPLORE THAT WITH YOU A BIT MORE BUT YOU SAY YOU DON'T HAVE ANY IDEA WHY MICROSOV DEVELOP IT BUT MAYBE YOU SHOULD AT LEAST GIVE US THE HISTORY OF OF WHAT DID HAPPEN AS FAR AS YOU KNOW IT SO,218.928875,228.8801875
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,23,FEAR IMPROVERS HAVE BEEN AROUND SINCE E NINETEEN SIXTY IS NINETEEN SEVENTIES AND MY IMPRESSION I MEAN IAM NOT A IMPUTER SCIENTISTS BUT MY IMPRESSION WAS THAT,228.8801875,238.8315
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,24,THESE THINGS A WERE DESIGNED WITH TWO IDEAS IN MIND A FIRSTLY TO VERIFY THE INAMATEMATICAL PROOFS CORRECT AND INDE,238.8315,248.7828125
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,25,THE EARLY THEOR IMPROVERS YOU SEE MANY PROOFS OF THINGS LIKE THE IRRATIONALITY OF THE SQUAREIT OF TWO BUT ALSO TO HAVE ANOTHER ANOTHER STRING TO,248.7828125,258.734125
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,26,EIR BOW THEY CAN ALSO VERIFY THAT COMPUTER COADE HAS NO BUGS AND CHECKING THAT SOPHWARE HAS NO BUG SOUNDS LIKE A REALLY POWERFUL APPLICATION SO,258.734125,268.68543750000003
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,27,I WOULD IMAGINE THAT FOR A COMPANY LIKE MICROSOFT A THIS WAS ONE OF THE THINGS THEY HAD IN MIND HOWEVER MY IMPRESSION IS THAT,268.68543750000003,278.63675
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,28,T IN TWENTY FOURTEEN WHEN THIS PROJECT STARTED LAY OUT A MARA ADE HE DESIGNED A SIMPLER KIND OF PUZZLE SOLVE THAT SOLD LOGIC PROBLEM THAT SOLVED LOGIC PROBLEMS VER,278.63675,288.5880625
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,29,D QUICKLY AND TID ONE AWARDS FOR THIS AND HE WORKS BUT MICROSOV RESEARCH WHICH IS IN OF THE BLUE SKY THINKING WING OF MICROSOFT AND SOMEHOW TH,288.5880625,298.53937499999995
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,30,E IDEA CAME UP OF WRITING A THEORE IMPROVER AND HE WAS INTERESTED AND SAT DOWN AND WROTE IT AND I DON'T REALLY KNOW WHERE THEY WERE THINKING,298.53937499999995,308.4906874999999
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,31,WHERE IT WAS GOING BUT BY YO TWENTY FIFTEEN THEY HAD A PROTOTYPE AND BY TWENTY SEVENTEEN THEY HAD SOMETHING THAT WORKED PRETTY WELL AND,308.4906874999999,318.4419999999999
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,32,THEN I RAN INTO IT A BECAUSE OF A TALK THAT TOM HALES GAVE AT THE NEWTEN INSTITUTING CAMBRIDGE TOM HALES,318.4419999999999,328.39331249999987
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,33,GAVE A TALK ABOUT A VERY SPECULATIVE TALK ABOUT WHERE MATHEMATICS WAS GOING AND HE SUGGESTED THAT THEOR IMPROVERS MIGHT BE A PART OF IT,328.39331249999987,338.34462499999984
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,34,AND HE PROPOSED A SETTING UP OF A DATA BASE OF A MATHEMATICAL THEOREMS JUST THE STATEMENTS OF MATHEMATICAL THEOREMS A ALL S,338.34462499999984,348.2959374999998
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,35,ATED PRECISELY AND CORRECTLY IN A THEAR IMPROVER BECAUSE HE THOUGHT MAYBE THIS DATA BASE WOULD BE OF USE TO MATHEMATICIANS SO THE DATA BASE WOULDN'T CONTAIN PROOFS OF ALL THE THEORIES BECAUSE TH,348.2959374999998,358.2472499999998
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,36,AT WOULD SOMEHOW BE INCONCEIVABLE IT WOULD BE EXTREMELY DIFFICULT TO CATCH UP YOU A MATHEMATICS SIS BEN GOING FOR TWO THOUSAND YEARS AND SOME ONE IN THE LA IN THE QUESTIONS AT THE END SOME IN,358.2472499999998,368.19856249999975
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,37,HE ASKED HIM WHICH SYSTEM HE WAS GOING TO USE AND HE SAID LEAN AND I'VE NEVER HEARD OF THIS AFFFUERE BUT YOU KNOW NOW WE HAVE THE INTERNET SO I SEARCHED I SEARCHED UP LEAN AND F,368.19856249999975,378.1498749999997
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,38,OUND THAT IT WAS RELATIVELY NEW AND HAD HARDLY ANY MATHEMATICS AND ITS AND I THOUGHT MAYBE IT WOULD BE WORTH EXPERIMENTED WITH THE SOFTHWARE BUT A FOR FOR SEVERAL TECHNICAL R,378.1498749999997,388.1011874999997
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,39,EASONS A LEAN HAS THE EDGE OVER SOME OF THE OTHER THEORE IMPROVERS BECAUSE YOU CAN WRITE I MEAN THIS IS A BIT TECHNICAL BUT HUMANS DON'T WANT TO TALK TO COMPUTERS A,388.1011874999997,398.05249999999967
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,40,AN AXIMATIC LEVELRIGHT HUMANS WOULD RATHER TALK TO COMBUTERS THE SAME WAY THEY TALK TO HUMANS THEY WOULD SHAY OURE NOW JUST MULTIPLY THIS OWL AND THEN USE INDUCTION AND THEN WE'R G TO BE DONE,398.05249999999967,408.00381249999964
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,41,AND TO GET FROM THAT KIND OF SKETCH PROOFED OUT OF THE AXIOMS ONE HAS TO HAVE SOMETHING RUNNING IN THE BACKGROUND THAT'S TRYING TO INTERPRET WHAT'S GOING ON AND TRANSLATING IT ALL DOWN IN,408.00381249999964,417.9551249999996
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,42,TO THE BARE BONES AXIMS OF MATHEMATICS SO THESE THINGS ARE CALLED TACTICS ANDER ONE THING WHAT INTERESTING PROPERTY THAT LEAN HAS IS THAT YOU WRITE LEAN,417.9551249999996,427.9064374999996
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,43,TACTICS IN LEAN'S PROGRAMMING LANGUAGE SO IT'S CONE IVER ONE SIZE FITS ALL THING WHERE YOU CAN DO MATHEMATICS AND YOU COULD ALSO WRITE AL,427.9064374999996,437.85774999999956
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,44,GRHYTHMS WHICH TRANSLATE THIS MATHEMATIC DOWN INTO THE AXIMS ALL IN THE SAME SYSTEM IT'S GIVEN LEAD A BIT OF AN EDGE WHEN IT COMES TO MATHEMATICS OVER THE OTHER THEORY RIVERS,437.85774999999956,447.8090624999995
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,45,THIS AN INTERESTING THINGS  O THE IDEA OF THE TACTICS YOU SAY IT MAKES IT MORE COMFORTABLE FOR PEOPLE WHO AREN'T NECESSARILY P H DS IN COMPUTE OR SCIENCE OR EVEN COMPUTEER,447.8090624999995,457.7603749999995
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,46,KIND OF PEOPLE TO JUST SPEAK IN THE NATURAL LANGUAGE THAT MATHEMATICIANS ARE COMFORTABLE WITH AND YET SOMEHOW IT CAN THEN,457.7603749999995,467.71168749999947
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,47,TRANSLA YEA YOU HAVE TO GET DOWN TO THE AXIOMS RY THAT'S THAT'S THE GAME OT THIS THING AT THE END OF THE DA LEAN STARTS JUST KNOWING THE AXIOMS OF MATH WHICH ARE EXTREMELY YOUN A,467.71168749999947,477.66299999999944
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,48,PRIMITIVE STATEMENTS IN FACT YOU ASK MOST MATHEMATICIANS THEY WOULDN'T BE ABLE TO TELL YOU WHAT THE AXIMS OF MATH WERE YA YOU COULD YOU JUST REMIND US WHAT YOU MEAN AND MAYBE GIVE US AN EXAMPLE OF,477.66299999999944,487.6143124999994
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,49,ONE OR TWO WELL I GUESS ONE OF THE AXIOMS OF SET THEORY IS THERE EXISTS A SET ANDE ANOTHER ONE OF THE AXIOMS IS TWO SETS ARE EQUAL IF THEY HAVE THE SAME ELEMENT,487.6143124999994,497.5656249999994
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,50,SO THAT THESE ARE KINDS OF THINGS THAT ARE IF WE OF THAT THE UNION OF TWO SETS IS A SET THIS SORT OF THING SO YOU NEED TO MAKE SURE THAT YOU NOW WE WANT TO CHECK THEIR X,497.5656249999994,507.51693749999936
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,51,PLASS WI ALL SQUARED IS X SQUARED PLUS TWO X WI PLAS WIE SQUARES WE WANT OF EXPAND OUT THE BRACKETS IF YOU TRY DOING THAT FROM THE ACCENTS OF MATHEMATICS THAT TAKES ABOUT TWENTY LINE,507.51693749999936,517.4682499999993
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,52,NS WHEREAS ANY SCHOOL SHIL CAN TELL YOU THE X PLASS WILL SQUARED IS X SQUARE PLUS TOO XWITE PLUS WIDE SQUERD RY WILL YU THAT NEEDS TO BE ONE MOVE IT,517.4682499999993,527.4195624999993
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,53,CAN'T BE TWENTY MOVES OR THE ENTIRE THING REGRIND TO A HALT SO TACTICS ARE THESE HIGHER POWERD A HIGHER POWERED ARGUMENTS THAT ONE CAN USE TO MA,527.4195624999993,537.3708749999993
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,54,KE IT MORE LIKE YOU ARE COMMUNICATING WITH A SMART UNDERGRADUATE RATHER THAN A RIGID MACHINE THAT CAN DO NOTHING OTHER THAN THE BASIC STEPS IN LOGIC HUMP II,537.3708749999993,547.3221874999992
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,55,IKELY WORD ITSELF ACTUALLY BECAUSE TACTICS SUGGEST THAT WE'RE THINKING ABOUT GAMES SPECIFICALLY IT REMINDS ME OF CHESS I MEAN YOU KEEP MENTIONING MOVES AND TAC,547.3221874999992,557.2734999999992
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,56,TICS AND THOSE ARE OF COURSE THE WORDS THAT WE USE IN CHESS MY CURRENT UNDERSTANDING OF MATHEMATICS IS THAT MATHEMATICS IS A GIGANTIC PUZZLEGAG,557.2734999999992,567.2248124999992
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,57,AND I FACT ITS FAST BECOME MY FAVORITE PUZZLED GAME REALLY I USED TO PLAY COMPUTER GAMES IN MY SPARE TIME II LIKE PUZZLES IN COMPUTIGAT I EX,567.2248124999992,577.1761249999992
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,58,ABBYLI LIKE THE ZELDE FRANCHISE FERE THERE'S LOTS OF REALY QUITE DEVIOUS PUZZLES BUT THERE'S ALSO FIGHTING THERE'S ALSO YELTOW THRE'S ALSO THINGS WHICH WHICH REQUI,577.1761249999992,587.1274374999991
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,59,AH YOU KNOWS SWIFT MOVEMENT AND DER SWIFP REACTION TIMES AND AS I GET OLDER I FIND THESE PARTS OF THE STORY ARE LESS FARDEN BECAUSE IIA MY REACTION TIME IS SLOWING DOWN,587.1274374999991,597.0787499999991
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,60,AND I FIND BATTLING ENEMIES RATHER TEDIOUS FORAS I FIND SARVING THE PROBIMS QUITE EXCITING AND AND WHAT I FOUND IN TWENTY SEVENTEEN WHEN I STARTED USI,597.0787499999991,607.0300624999991
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,61,NG LEAN BUS ACTUALLY I REALLY STOPPED PLAYING ALL OTHER COMPUTER GAMES LEAN TURNS MATHEMATICS INTO A PUZZLE GAME I MEAN ALL ALL THESE THEORIM PROVERS DO EVERY THEORE IMPROVE A T,607.0300624999991,616.981374999999
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,62,URNS MATHEMATICS INTO A PUZZLE GAME AND E AMATHEMASCAL THERUM IS ELEVEL OF THAT PUZZLED GAME AND IF YOU STATE THE THERUM THEN YOU'VE MADE THE LEVEL AND Y,616.981374999999,626.932687499999
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,63,F YOU PROVED THE THARY THAT YOU SOLVED THE DEVIL YESTERDAY I HAPPENED TO CHECK A LINK THAT I HAD WHILE PREPARING FOR OUR DISCUSSION TO DAY UM THAT YOU HAVE A KIND OF LEADER BOARD,626.932687499999,636.883999999999
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,64,WHICH REMINDED ME OF GAMES TOO I I LOOKED AND SAW THAT THEARE NOW SOMETHING LIKE SEVENTY THOUSAND THEREMS IN THE MATHEMATICAL LIBRARY THAT'S BEING CREATED AND THERE ARE LIS,636.883999999999,646.835312499999
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,65,OF WHO HAS SPENT HOW MANY HOURS ON TIS NOT HOURS ITS ITS LINES OF CADE IS WHAT TIY MEASURE ITS LINES OF CODE WE COUNT IN THE LINES O,646.835312499999,656.7866249999989
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,66,CODE YET WE COULD ALSO COUNT THE THERUMS PROOF YER THE TES LIDABOARDS I AM NOT A VERY COMPETITIVE PERSON SO I DON'T ATTEMPT TE TO GET HIGH UP OF THESE LEADERBLES BUT,656.7866249999989,666.7379374999989
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,67,UT THIS KIND OF THING ACTUALLY DOES WORK QUITE POWERFULLY THERS AN UNDERGRADUATEING CAMBRIDGE YALE DILLIES WHO GOT INTERESTED IN THE SOTHUARE ONLY BABY ABOUT SIX MONTHS AGO,666.7379374999989,676.6892499999989
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,68,AND I DID NOTICE THAT TRYING TO GET HIGHER ON THE LEADERBOARD ISIS SOMETHING THA HE TAKES QUITE SERIOUSLY I HADN'T REALLY REALIZED THAT THIS WAS A COMPETITION TO SOME PEOP,676.6892499999989,686.6405624999989
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,69,I AM TAKING SOME AABROADER VIEW THAT YOU KNOW I WOULD JUST LIKE TO SEE THE LIBRARY GROW THE LEAN COMMUNITIES AN YOUR INCREDIBLE GROUP OF PEOPLE ITS MATHEMATICIANS AND COMPU,686.6405624999989,696.5918749999988
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,70,TO SCIENTISTS YEARE INTERACTING WITH EACH OTHER AND AND COLLABORATING IT AWAY THAT A'RE NEVER REALLY SAN BEFORE WELL LET'S BE CAREFUL HERE TO DISTINGUISH CAUSE I THINK IN OUR L,696.5918749999988,706.5431874999988
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,71,ANGUAGE SO FAR WE HAVE AND MAY BE SPELLED IT OUT WITH THE DETAIL THAT WE SHOULD THE DISTINCTION BETWEEN LEAN AND THE LIBRARY SO HOW DOES WHAT'S THE LIBRARY IN,706.5431874999988,716.4944999999988
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,72,WATION TO MEAN SO LEAN IS WHAT POWERS EVERYTHING BUT LEAN ITSELF KNOWS BARELY ANY MATHEMATICS AT ALL IT KNOWS ABOUT THE NATURAL NUMBERS OF THE INTAE,716.4944999999988,726.4457499999987
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,73,US IT KNOWS A FEW BASIC FACTS ABOUT THESE THINGS HA FOR EXAMPLE IT KNOWS THAT YOU CAN ADD AND MULTIPLY INTERGUST TO GETHER WHOLE NUMBERS YOU KNOWS YOU CAN ADD AND MULTIPLY WHOLE NUMBERS TOGET,726.4457499999987,736.3969999999987
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,74,THE BUT IR THINGS LIKE THE REAL NUMBERS YOU KNOW THE NUMBER LINE AND THINGS THAT MOTH MATHEMATICIANS YOU NOW TAKE FOR GRANTED YOU DON'T NEED THOSE THINGS,736.3969999999987,746.3482499999986
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,75,TO MAKE KORL LEAN WORK KCOR LEAN JUST NEEDS THE ABSOLUTE BASICS TO BE A PROGRAMMING LANGUAGE SO WHERE DOES THE MATHEMATICS GO A WELL IN TWENTY,746.3482499999986,756.2994999999986
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,76,SEVENTEEN THEY DECIDED THAT THIS NEW MATHEMATIC SLIBRARY WAS BORN IT WAS CALLED MATHLIB LEAN'S MATHEMATIC'S LIBRARY AND AT THE TIME IT WAS YOU KNOW A,756.2994999999986,766.2507499999986
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,77,XTREMELY SMALL PROJECT AND THE IDEA WAS THAT IT WOULD BE COMPUTER CHECKED MATHEMATICS A CHECKED BY LENE SO LEAN IS A PR,766.2507499999986,776.2019999999985
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,78,ROGRAMMING LANGUAGE AS WELL AS BEING A THEARIMPROVER LEAN IS A PROGRAMMING LANGUAGE NOW WE HAVE THREE QUARTERS OF A MILLION OF LIGHT YEN THREE QUARTERS O A MILLION LINES OF CODE WRITTEN IN THIS PRORAMMING LA,776.2019999999985,786.1532499999985
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,79,GUAGE CORRESPONDING TO THEOREMS BUT AS INDEPENDENT OF LEAN ITSELF SO LEAN GROWS AND DEVELOPS AND THE MATHEMATIC SLIBRARY GROW IN DEVELOPMENT BUT THESE ARE TWO DIFFERENT ENTITIES LEAN IS,786.1532499999985,796.1044999999984
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,80,RUN BY MICROSOFT AND THE MATHEMATIC LIBRARY IS RUN BY THE COMMUNITY YOU KNOW WE JUST MAKING A LIBRARY THAT WORKS WITH THEIR SOFTWARE I SHOULD SAY NOW THAT,796.1044999999984,806.0557499999984
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,81,IR THESE DEVELOPERS ALSO DON'T WORK FOR MICROSOFV WE CREATED A FORK OF THEIR PROJECT SO MICROSOVF WROTE LEAN THREE AND STUCK IT OUT IT'S FREE AND OPEN SOR SOTHWARE,806.0557499999984,816.0069999999984
podcasts/Ep8-JOW-LEAN_FINAL-with-NEWCREDITSMASTER6052022.mp3,82,AND THEY STUCK IT OUT THERE BUT NOWADAYS THEY'RE HARD AT WORK DEVELOPING LEAN FOR AND SO THE COMMUNITY TOOK OVER RUNNING LEAN THREE SO IT'S MOSTLY COMPUTER SCIENTISTS,816.0069999999984,825.9582499999983
