audio_file,chunk_num,transcription,begin_secs,end_secs
podcasts/lex_ai_demis_hassabis.mp3,23,ROGEN WHICH IS PROBABLY THE FIRST TIME I HEARD AN HONOUT READ IS ONE OF THE FIRST POK CASTS ACTUALLY JOES THAT I LISTE,229.7858125000001,239.7765000000001
podcasts/lex_ai_demis_hassabis.mp3,24,N TOO RELIGIOUSLY I'M A HUGE MAN OF AUDIA BOOKS AND POCCASTS IN GENERAL BUT THERE'RE SOMETHING ABOUT THE AUTHENTICITY THE JOBE PROJECTS THAT,239.7765000000001,249.76718750000012
podcasts/lex_ai_demis_hassabis.mp3,25,A IMMEDIATELY CONNECTED WITH ME AND OVER TIME HIS ABILITY TO BE CURIOUS AND A PATHETIC A GOOD LISTENER BUT ALSO BE ABLE TO CHANGE,249.76718750000012,259.7578750000001
podcasts/lex_ai_demis_hassabis.mp3,26,IS MIND KEEP IN OPEN MIND TO SOME CRAZY IDEAS ANYWAY I MENTION THAT BECAUSE THE JOROGAN EXPERIENCE INTRODUCED ME TO A LOT OF THESE KINDS OF PRODUCTS LIKE ONO,259.7578750000001,269.7485625000001
podcasts/lex_ai_demis_hassabis.mp3,27,D THAT QUICKLY BECAME PART OF MY LIFE I GUESS POT CAS HAD REE'S WORK ANYWAY YOU CAN NO GET A SPECIAL DISGON ON ALPHABRAIN IF YOU GO TO LEXFRY,269.7485625000001,279.7392500000001
podcasts/lex_ai_demis_hassabis.mp3,28,MDA COMFLASH ON IT THIS SHOW IS ALSO BROUGHT TO BY INDEED A HIRING WEPSITE I'VE USED THEM AS PART OF MANY HIRING EFFORTS I'VE DONE FOR THE TEAMS OF LEAD,279.7392500000001,289.72993750000006
podcasts/lex_ai_demis_hassabis.mp3,29,IN THE PAST THEY HAVE INDEED AS THE MATCH THAT GIVES YOU QUALITY CANDIDATES WHOSE RESUMES I INDEED FITURE JOB DESCRIPTION IMMEDIATELY I HAVE SAID THIS BEFORE ALSAT AGAIN,289.72993750000006,299.72062500000004
podcasts/lex_ai_demis_hassabis.mp3,30,THIS VERY FEW THINGS IN LIFE AS IMPORTANT AS THE PEUPLE YOU SURROUND YOUS U WITH I'M SOMEBODY FOR WHOM THE WORK I'VE DONE BRINGS A LOT OF MEANING AND,299.72062500000004,309.7113125
podcasts/lex_ai_demis_hassabis.mp3,31,JOY TO MY LIFE EVEN WHEN I SOLD SHOES AT SER SHOES IN THE WOMEN'S SECTION THAT LITTLE COMMUNITY THAT YOU HAVE AS YOU TRIED TO FIGURE OUT THIS NEW SKILL,309.7113125,319.702
podcasts/lex_ai_demis_hassabis.mp3,32,THOSE PEOPLE ARE SO INSTRUMENTAL TO YOUR HAPPINESS AND TO YOUR EFFECTIVENESS TO YOUR GROWTH AS A HUMAN BEING SO HIRING IS REALLY RELYR,319.702,329.6926875
podcasts/lex_ai_demis_hassabis.mp3,33,I IMPORTANT AND AH THAT'S WHY E SHOULD USE THE BEST TOOLS FOR THE JOB INDEED IS ONE SUCH A TOOL THEY HAVE A SPECIAL OFFER FOR LISTENERS AT THIS PA CAST ONLY AVAILABLE FOR LI,329.6926875,339.68337499999996
podcasts/lex_ai_demis_hassabis.mp3,34,MAT A TIME CHECK IT OUT AT INDEED THE COM SLASH LECS THIS EPISODE HAS ALSO BROUGHT YOU BY AN OLD DY BUT A GOODY,339.68337499999996,349.67406249999993
podcasts/lex_ai_demis_hassabis.mp3,35,MAGIC SPOON A LOL CARBKEETLE FRIENDLY CEREAL THEY WERE THERE FROM THE BEGINNING I REALLY LOVE MAGIC SPOON IT BRINGS SO MUCH JOY TO MY HEART,349.67406249999993,359.6647499999999
podcasts/lex_ai_demis_hassabis.mp3,36,I DON'T CARE IF THIT'S NOT YOUR THING PLEASE GET IT AND MAKIT YOUR THING CAUSE IT'S FRICK AND DELICIOUS IT HAS ALL THE DELICIOUSNESS OF A SEREAL,359.6647499999999,369.6554374999999
podcasts/lex_ai_demis_hassabis.mp3,37,WITHOUT ANY OF THE NEGATIVE STUFF LIKE ALL THE SUGAR IT HAS ZERO GRAMOF SUGAR THIRTEEN TO FOURTEEN RANS A PROTIN ONLY FOUR NEGRAMS OF CARBS A HUNDRED FORTY,369.6554374999999,379.64612499999987
podcasts/lex_ai_demis_hassabis.mp3,38,CALARIES N IECE SERVING IT'S LIKE A SAID QUITO FRIENDLY IT'S MAGIC I DON'T UNDERSTAND HOW WORKS I DON'T UNDERSTAND HOW IT CAN BE SO DELICIOUS BUT DEVA LOT OF FLAVOR,379.64612499999987,389.63681249999985
podcasts/lex_ai_demis_hassabis.mp3,39,'S A I WULD SAY PINO BUTTER IS UP THERE FOR ME MAYBE TOP THREE MAYBE S MY SECOND FAVORITE BUT BY FAR MY FAVORITE IS COCO,389.63681249999985,399.6274999999998
podcasts/lex_ai_demis_hassabis.mp3,40,MAGIC SPOON HAS A ONE HUNDRED PER CENT HAPPINESS GUARANTEE SO IF YOU DON'T LIKE IT THEY'LL REFUND IT GET A DISCANT ON YOUR ORDER IF YOU GO A MAGIC SPOON DA COM SLASH LECS AND USE,399.6274999999998,409.6181874999998
podcasts/lex_ai_demis_hassabis.mp3,41,CODE LEX THIS IS A LUXRYMENT POT GAST THE SUPPORTIT PESE CHECK OT OUR SPONSORS IN THE DESCRIPTION AND NOW DEAR FRIENDS HERE'S DAMIS,409.6181874999998,419.6088749999998
podcasts/lex_ai_demis_hassabis.mp3,42,HASSALIS AN BO DO OLD BOL AND,419.6088749999998,429.59956249999976
podcasts/lex_ai_demis_hassabis.mp3,43,NO NO E STOUT WITH A BIT OF A PERSONAL QUESTION,429.59956249999976,439.59024999999974
podcasts/lex_ai_demis_hassabis.mp3,44,AM I AN A I PROGRAMME YOU WROTE TO INTERVIEW PEOPLE UNTIL I GET GOOD ENOUGH TO INTERVIEW YOU WELL I'LL BE IMPRESSED IF IF YOU WELL I'LL BEIPRESSED,439.59024999999974,449.5809374999997
podcasts/lex_ai_demis_hassabis.mp3,45,MYSELF IF YOU WERE I DON'T THINK WE'RE QUITE UP TO THAT YET BUT TA MAYBE OL FROM THE FUTURE LEX IF YOU DID WOULD YOU TELL ME IS THAT IS THER A GOOD THING TO TELL THE LANGUAGE MODEL THA'S TAS,449.5809374999997,459.5716249999997
podcasts/lex_ai_demis_hassabis.mp3,46,WAT INTERVIEWING THAT IT IS IN FACT AM A AY MAYBE WHEN A KANNA MET HER CHURING TEST I PROBABLY PROBALY IT WOULD BE A GOOD IDEAR NOT TO TELL YOU SO IT DOESN'T CHANGE YOUR BEHAVE,459.5716249999997,469.5623124999997
podcasts/lex_ai_demis_hassabis.mp3,47,E ARISESS A KIND OF VIENBURG ON SATURDAY PRINCIPAL SITUATION IF I TOLD YOU YOU BEHAVE DIFFERENTLY ER MAYBE THAT'S WHAT'S HAPPENING WITH US OF COURSE THIS IS A BENCH MARK FROM THE FUTURE WOULD THEY,469.5623124999997,479.55299999999966
podcasts/lex_ai_demis_hassabis.mp3,48,REPLAY TWENTY TWENTY TWO AS A YEAR BEFORE A EYES WERE GOOD ENOUGH YET AND NOW WE WARNT TO SEE IS IT GOING TO PASS EXACTLY,479.55299999999966,489.54368749999963
podcasts/lex_ai_demis_hassabis.mp3,49,IF I WAS SUCH A PROGRAMME WOULD YOU BE ABLE TO TELL DO YOU THINK SO TO THE TOURENTASK QUESTION YOU YOU TALKED ABOUTS THE,489.54368749999963,499.5343749999996
podcasts/lex_ai_demis_hassabis.mp3,50,BENCH MARKE FOR SOLVING INTELLIGENCE WHAT WOULD BE THE IMPRESSIVE THING YOU TALKED ABOUT WINNING A NO BOUT PRIZE AND ASK HIS TO WINNING A NO ABOUT PRIZE BUT I STILL RETURN TO THE TOURING TEST,499.5343749999996,509.5250624999996
podcasts/lex_ai_demis_hassabis.mp3,51,S A COMPELLING TES THE SPIRIT OF THE TURRINTEST HASN'T COME ALLING TST YET THE CHURING TEST OF COURSE IT'S BEING UNBELIEVABLY INFLUENTIAL AND CHURINGS ONE OF MY OLD TIME HEREROS BUT I THINK IF YOU LOOK,509.5250624999996,519.5157499999996
podcasts/lex_ai_demis_hassabis.mp3,52,BACK AT THE NINETEEN FIFTY PAPERS ORIGINAL PAPER AND READ THE ORIGINAL YOU'LL SEE I DON'T THINK HE MEANT IT TO BE A RIGOROUS FORMAL TEST I THINK IT WAS MORE LIKE A THOUGHT EXPERIMENT ALMOST A BIT OF,519.5157499999996,529.5064374999996
podcasts/lex_ai_demis_hassabis.mp3,53,HILOSOPHY HE WAS WRITING IF YOU LOOK AT THE STYLE OF THE PAPER AND YOU CAN SEE DIDN'T SPECIFY VERY RIGOROUSLY FOR FOR EXAMPLE HE DIDN'T SPECIFY THE KNOWLEDGE THAT THE EXPERT OR JUDGE WOULD,529.5064374999996,539.4971249999996
podcasts/lex_ai_demis_hassabis.mp3,54,HAVE AM NOT HAE KNOW HOW MUCH TIME WOULD THEY HAVE TO INVESTIGATE THIS TO THESE IMPORTANT PARAMETERS IF YOU EREGUNNER MAKE IT A A TRUE SORT OF FORMAL TEST,539.4971249999996,549.4878124999997
podcasts/lex_ai_demis_hassabis.mp3,55,AM AND YOU KNOW SOME BY SOME MEASURES PEOPLE CLAIM THE TRUING TEST PAST SEVERAL IU NO DECADED GO REMEMBER SOME ONE CLAIMING THAT WITH IT WITH A KIND OF ARY BOG STANDARD NORMAL,549.4878124999997,559.4784999999997
podcasts/lex_ai_demis_hassabis.mp3,56,AH A LOGIC MODEL AND BECAUSE THEY PRETENDED IT WAS A IT WAS A KIT SO THE THE JUDGERS THOUGHT THAT THE MACHINE YOU KNOW WAS WAS E WAS A CHILD S,559.4784999999997,569.4691874999997
podcasts/lex_ai_demis_hassabis.mp3,57,O AN THAT WILD BE VERY DIFFERENT FROM AN EXPERT A I PERSON A INTERROGATING MACHINE AND KNOWING HOW IT WAS BUILT AND SO ON SO I THINK AND YOU KNOW WE SHOULD PROBABLY MOVE,569.4691874999997,579.4598749999998
podcasts/lex_ai_demis_hassabis.mp3,58,E AWAY FROM THAT AS IT AS A FORMAL TEST AND MOVE MORE TOWARDS AR A GENERAL TEST WHERE WE TEST THE A I CAPABILITIES ON A RANGE OF TASKS AND SEE IF IT REACHES,579.4598749999998,589.4505624999998
podcasts/lex_ai_demis_hassabis.mp3,59,S HUMAN LEVEL OR ABOVE PERFORMANCE ON MAYBE THOUSANDS PERHAPS EVEN MILLIONS OF TASKS EVENTUALLY AND COVER THE ENTIRE SORT OF COGNITIVE SPACE SO I THINK A,589.4505624999998,599.4412499999999
podcasts/lex_ai_demis_hassabis.mp3,60,FOR ITS TIME IT WAS IN AMAZING THOUGHT EXPERIMENT AND AL SO IN NINETEEN FIFTIES I RESEET AS BARELY THE DAWN OF THE COMPUTER AGE SO OF COURSE HE ONLY THOUGHT ABOUT TEXT AND NOW AN WE HAVE A LOT MORE DE,599.4412499999999,609.4319374999999
podcasts/lex_ai_demis_hassabis.mp3,61,AIMPETS SO YET MAY BE THE BETTER THING DETEST IS THE GENERALIZABILITY SO ACROSS MULTIPLE TASK BUT I THINK IT'S ALSO POSSIBLE AS AS SYSTEMS IVE GOT,609.4319374999999,619.4226249999999
podcasts/lex_ai_demis_hassabis.mp3,62,ROCHAU THAT EVENTUALLY THAT MIGHT MAP RAY BACK TO LANGUAGE SO YOU MIGHT BE ABLE TO DEMONSTRATE YOUR ABILITY TO JOURNALIZE ACROSS TASKS B,619.4226249999999,629.4133125
podcasts/lex_ai_demis_hassabis.mp3,63,I THEN COMMUNICATING YOUR ABILLY TO GENERALIZE A CROSS TASKS WHICH IS KIND O WHAT WE DO THROUGH CONVERSATION ANYWHERE WHEN WE JUMP AROUND ULTIMATELY WHAT'S IN THERE IN THAT CONVERSATION,629.4133125,639.404
podcasts/lex_ai_demis_hassabis.mp3,64,IS NOT JUST YOU MOVING AROUND KNOWLEDGE IT'S YOU MOVING AROUND LIKE THESE ENTIRELY DIFFERENT MODALITIES OF UNDERSTANDING THAT AL,639.404,649.3946875
podcasts/lex_ai_demis_hassabis.mp3,65,TIMATLY MAPPED YOUR BILLY TO TO A OPERATE SUCCESSFULLY IN ALL THESE DOMAINS WHICH YOU CAN THINK OF HIS TASKS YET I THINK,649.3946875,659.3853750000001
podcasts/lex_ai_demis_hassabis.mp3,66,AY WES HUMANS USE LANGUAGE AS OUR MAIN GENERALIZATION COMMUNICATION TALSE I THINK WE END UP THINKING IN LANGUAGE AND EXPRESSING OUR SOLUTIONS IN LANGUA,659.3853750000001,669.3760625000001
podcasts/lex_ai_demis_hassabis.mp3,67,GE AM SO IT'S GONG BE VERY POWERFUL AH A MODE AND WISH TO AH EXPLAIN YOU KNOW THE SYSTEM TO EXPLAIN WHAT IT'S DOING A BUT I DON,669.3760625000001,679.3667500000001
podcasts/lex_ai_demis_hassabis.mp3,68,N'T THINK IT'S THE ONLY A A MODALITY THAT MATTERS SO I THINK THERE'S GOING TO BE A LOT OF VOU KNOW THERE'S THERE'S A LOT OF DIFFERENT WAY TO EXPRESS A CAPABILITIES AR,679.3667500000001,689.3574375000002
podcasts/lex_ai_demis_hassabis.mp3,69,A OTHER THAN JUST LANGUAGE YAT VISUAL THEROBODICS BODY LANGUAGE AH THEACTIONS THE INTERACTIVE ASPECT OF ALL T,689.3574375000002,699.3481250000002
podcasts/lex_ai_demis_hassabis.mp3,70,AN THAT'S ALL PART OF IT BUT WHAT'S INTERESTING WITH GATSA IS THAT IT'S SIR IT'S IT'S ITS SORT OF PUSHING PREDICTION TO THE MAXIMUM IN TERMS OF LIKE YOU KNOW A MAPPING ARBITRY SEQUENCE,699.3481250000002,709.3388125000002
podcasts/lex_ai_demis_hassabis.mp3,71,S TO OTHER SEQUENCES AND SORT OF JUST PREDICTING WHAT CANNO HAPPEN NEXT A PREDICTION SEEMS TO BE A FUNDAMENTAL TO INTELLIGENCE AND WHAT YOU'RE PREDICTING DOESN'T,709.3388125000002,719.3295000000003
podcasts/lex_ai_demis_hassabis.mp3,72,SO MUCH MANNER YE IT SEEMS THAKE YOU CAN GENERALIZE THAT QUITE WELST O OVESY LANGUIGE MODELS PREDIC THE NEXT WORD AM GATO PEDICS POTENTIALLY ANY A ACTION OR ANY TOKEN,719.3295000000003,729.3201875000003
podcasts/lex_ai_demis_hassabis.mp3,73,AAND IT'S JUST THE BEGINNING REALLYSOUR MOST GENERAL AGENT ONE COULD CALL IT SO FAR BUT AM YOU KNOW THAT ITSELF CAN BE SCALED UP MASSIVELY MORE THAN WE'VE DONE SO FAR OVICY WERNLY IN THE MID,729.3201875000003,739.3108750000004
podcasts/lex_ai_demis_hassabis.mp3,74,LODINA BUT THE BIG PART OF SOLVING A G I IS CREATING BENCH MARKS THAT HELP US GET CLOSE AND CLOSER SOT OF A CREATING BENCH MARKS,739.3108750000004,749.3015625000004
podcasts/lex_ai_demis_hassabis.mp3,75,THAT TEST THE JOURNALIZABILITY AND IS JUST STILL INTERESTING THAT THIS FELLAW ALLENTOURING WAS ONE OF THE FIRST AND PROBABLY STILL ONE OF THE ONLY PEOPLE THAT WAS TRYIN,749.3015625000004,759.2922500000004
podcasts/lex_ai_demis_hassabis.mp3,76,ING MAYBE PHILOSOPHICALLY BIS TRYING TO FORMULATE A BENCH MARK THAT COULD BE FOLLOWED IT IS EVEN THOUGH ITS ITS FUZZY IS STILL SUFFICIENTLY RIGOROUS TO WHERE YOU CAN RUN T,759.2922500000004,769.2829375000005
podcasts/lex_ai_demis_hassabis.mp3,77,HAT TEST AND I STILL THINK SOMETHING LIKE THE TOURING TEST WILN AT THE END OF THE DAY BE THE THING THAT TRULY IMPRESSES OTHER HUMANS SO THAT YOU CAN HAVE,769.2829375000005,779.2736250000005
podcasts/lex_ai_demis_hassabis.mp3,78,A CLOSE FRIEND WHOSE AN AI SYSTEM AND FOR THAT FRIEND TO BE A GOOD FRIEND THEY ARE GOING TO HAVE TO BE ABLE TO I'LL PLACE STOUR CRAFTS,779.2736250000005,789.2643125000005
podcasts/lex_ai_demis_hassabis.mp3,79,AND THEY ARE GOING TO HAVE TO DO ALL THESE TASKS A GET YOU A BEER SAID THE CORBOTIC'S TASKS A PLAY GAMES WITH YOU AND USE LANGUAGE,789.2643125000005,799.2550000000006
podcasts/lex_ai_demis_hassabis.mp3,80,HUMOUR ALL THOSE KINDS OF THINGS BUT THAT ULTIMATELY CAN BOLD ON TO LANGUAGE IT FEELS LIKE NOT IN TERMS OF THE A I COMMUNITY BUT IN TERMS OF THE ACTUAL IMPACT OF,799.2550000000006,809.2456875000006
podcasts/lex_ai_demis_hassabis.mp3,81,GENERAL INTELLIGENCE ON THE WORLD AN FEELS LIKE LANGUAGE WILL BE THE PLACE WHERE IR TRULY SHINES I THINK SIR BECAUSE IT'S SUCH AN IMPORTANT KIND OF IMPOOUTPUT FOR US I THINK YOU'RE RIGHT,809.2456875000006,819.2363750000006
podcasts/lex_ai_demis_hassabis.mp3,82,ADDING THE TREWING TEST THAT WAT THAT THE KIND OF THE THE PHILOSOPHY BEHIND IT WHICH IS THE IDEA OF CANCANA MACHINE MIMIC THE BEHAVIORS OF AR,819.2363750000006,829.2270625000007
podcasts/lex_ai_demis_hassabis.mp3,83,AHUMAN IN MEN N I WOULD SAY WIDER THAN JUST LANGUAGE AND TEXT A THEN YOUKNOWN TIMES OF ACTIONS AND EVERYTHING ELSE CRETIVITY ALL THESE THINGS THEN,829.2270625000007,839.2177500000007
podcasts/lex_ai_demis_hassabis.mp3,84,AM IF IT CONSORT A MATCH WO EXCEED HUMAN COGNITIVE CAPABILITIES THEN I THINK WE HAVE A INA TRUE INTELLIGENCE SO I FELT FROM THAT PERSPECTIVE YOR RIGHT I THINK HE DID FORMULATE THE,839.2177500000007,849.2084375000007
podcasts/lex_ai_demis_hassabis.mp3,85,RIGHT A KIND OF A SET UP I JUST I THINK THERE'LL BE A KIND OF HUMOR IN THE A I SYSTEMS THE FUTURE LOOKING BACK TO THIS CONVERSATION,849.2084375000007,859.1991250000008
podcasts/lex_ai_demis_hassabis.mp3,86,AND THINKIT ABOUT THE TORING TEST AND A ALSO THINKING ABOUT BY THAT TIME THEY WOULD KNOW WHICH YEAR THEY WERE FINALLY ABLE TO SERT OF CRO,859.1991250000008,869.1898125000008
podcasts/lex_ai_demis_hassabis.mp3,87,OSTS THE THRESHOLD OF HUMAN LEVEL INTELLIGENCE AND TO THINK HOW FUNNY IT IS THE WE HUMANS WERE STILL CONFUSED ABOUT THIS WHOLE PROBLEM A DIS LEARLY LONG,869.1898125000008,879.1805000000008
podcasts/lex_ai_demis_hassabis.mp3,88,AND GOUP AN SOLVED WELL HOLLO TO THE AGENTS OF THE FUTURE AND YO MAY SO GOOD GONE BACK TO YOUR TO YOUR JOURNEY WHEN DID YOU FALL IN LOVE WITH PROGRAMMING FIRST,879.1805000000008,889.1711875000009
podcasts/lex_ai_demis_hassabis.mp3,89,WELL'S PRETTY E AS PRETTY YOUNG AGE ACTUALLY SO UM YOU KNOW I STARTED OFF ER AT SHE GAMES WAS MY FIRST LOVE SO STARTING TO PLAY CHESS WHEN I WAS ROUND FOUR Y,889.1711875000009,899.1618750000009
podcasts/lex_ai_demis_hassabis.mp3,90,EARS OLD AND THEN AM IZACHUELLY WITH WINNINGS FROM A CHEST COMPETITION THAT I MANAGED TO BUY MY FIRST CHEST COMPUTER WHEN WAS ABOUT EIGHT YEARS OLD WAS A ZED EXPECTRAM WHICH WAS HUGE POPULA,899.1618750000009,909.152562500001
podcasts/lex_ai_demis_hassabis.mp3,91,IN THE UK AT THE TIME AND I IS AMAZING MACHINE BECAUSE I THINK IT SHAN'T TRAINED A WHOLE GENERATION OF PROGRAMMES IN THE UKE BECAUSE IT WAS SO ACCESSIBLE YOU KNOW ULITARY,909.152562500001,919.143250000001
podcasts/lex_ai_demis_hassabis.mp3,92,TWITCHED IT ON AND THERE WAS THE BASIC PROMPT AND YOU COULD JUST GET GOING AND DON MY PARENTS DIDN' REALLY KNO ANYTHING ABOUT COMPUTERS SO BUT BECAUSE IT WAS MY MONEY FROM A CHEST'S COMPETITION I COULD I,919.143250000001,929.133937500001
podcasts/lex_ai_demis_hassabis.mp3,93,COULD SAY I WANTED TO BUY IT AH AND THEN YOUN I JUST WENT TO BOOKSTORES GOT BOOKS ON PROGRAMMING AND IM STARTED TYPING IN YOU KNOW THAT THE PROGRAMMING,929.133937500001,939.1246250000011
podcasts/lex_ai_demis_hassabis.mp3,94,CODE AND AND THEN OF COURSE UM ONCE YOU START DOING THAT YOU START JUSTING IN AND THEN MAKING YOUR OWN GAMES AND THAT'S WHEN I FELL IN LOVE WITH COMPUTERS AND REALIZED THAT THEY WERE VERY MAGICAL,939.1246250000011,949.1153125000011
podcasts/lex_ai_demis_hassabis.mp3,95,DEVICE UM IN A WAY I KIND OF I DON'T WOOD HAVE BEEN ABLE TO EXPLAIN THIS AT THE TIME BUT I FELT THAT THERE WEREA SORT OF ALMOST A MAGICAL EXTENSION OF YOUR MIND I ALWAYS HAD THIS FEELING AND AN HVE ALWAYS LOVED THIS T,949.1153125000011,959.1060000000011
